userId,movieId,rating,timestamp
19,106,5,1486496875
19,103,0,1486496875
19,102,0,1486496875
19,109,2,1486496875
19,108,4,1486496875
19,104,1,1486496875
19,110,3,1486496875
19,105,2,1486496875
19,111,0,1486496875
19,107,2,1486496875
20,98,2,1486496875
20,99,0,1486496875
20,97,4,1486496875
21,103,2,1486496875
21,97,0,1486496875
21,101,5,1486496875
21,100,2,1486496875
22,100,2,1486496875
22,106,3,1486496875
22,104,3,1486496875
22,98,1,1486496875
22,97,0,1486496875
22,99,1,1486496875
23,102,3,1486496875
23,114,3,1486496875
23,110,1,1486496875
23,106,4,1486496875
23,116,4,1486496875
23,104,2,1486496875
23,111,2,1486496875
23,109,1,1486496875
23,117,1,1486496875
23,107,2,1486496875
23,100,2,1486496875
23,113,4,1486496875
23,118,5,1486496875
24,108,3,1486496875
24,111,5,1486496875
24,120,5,1486496875
24,117,4,1486496875
24,100,0,1486496875
24,97,5,1486496875
24,105,2,1486496875
24,98,2,1486496875
24,121,5,1486496875
24,113,2,1486496875
24,115,4,1486496875
24,118,0,1486496875
24,110,1,1486496875
24,116,0,1486496875
25,114,4,1486496875
25,99,5,1486496875
25,100,2,1486496875
25,97,1,1486496875
25,112,4,1486496875
25,98,0,1486496875
25,103,1,1486496875
25,113,1,1486496875
25,115,0,1486496875
25,111,0,1486496875
25,107,1,1486496875
25,116,0,1486496875
25,106,2,1486496875
26,98,5,1486496875
26,108,1,1486496875
26,105,3,1486496875
26,100,0,1486496875
26,99,3,1486496875
26,112,2,1486496875
26,116,0,1486496875
26,97,0,1486496875
26,115,5,1486496875
26,102,4,1486496875
26,101,5,1486496875
26,103,1,1486496875
26,110,2,1486496875
27,99,3,1486496875
27,110,0,1486496875
27,109,1,1486496875
27,97,4,1486496875
27,102,3,1486496875
27,103,2,1486496875
27,107,2,1486496875
27,111,4,1486496875
27,105,3,1486496875
27,108,5,1486496875
28,110,3,1486496875
28,103,5,1486496875
28,112,4,1486496875
28,113,2,1486496875
28,114,2,1486496875
28,106,1,1486496875
28,109,0,1486496875
28,117,2,1486496875
28,107,1,1486496875
28,115,3,1486496875
28,99,3,1486496875
28,116,4,1486496875
28,105,1,1486496875
29,98,4,1486496875
30,97,1,1486496875
30,99,1,1486496875
30,104,1,1486496875
30,101,0,1486496875
30,100,4,1486496875
30,102,0,1486496875
31,105,3,1486496875
31,100,1,1486496875
31,97,1,1486496875
31,99,4,1486496875
31,104,1,1486496875
31,103,3,1486496875
32,101,2,1486496875
32,97,0,1486496875
32,99,3,1486496875
32,104,3,1486496875
32,103,2,1486496875
32,98,0,1486496875
32,100,2,1486496875
33,113,3,1486496875
33,103,2,1486496875
33,104,2,1486496875
33,114,2,1486496875
33,109,0,1486496875
33,98,3,1486496875
33,112,0,1486496875
33,117,4,1486496875
33,102,0,1486496875
33,108,1,1486496875
33,100,2,1486496875
33,99,5,1486496875
33,107,2,1486496875
33,110,2,1486496875
33,106,1,1486496875
33,116,0,1486496875
34,97,3,1486496875
34,106,5,1486496875
34,100,3,1486496875
34,105,1,1486496875
34,108,3,1486496875
34,109,5,1486496875
34,102,3,1486496875
34,98,2,1486496875
34,114,0,1486496875
34,112,5,1486496875
34,107,2,1486496875
34,101,1,1486496875
34,113,4,1486496875
34,115,1,1486496875
35,99,0,1486496875
35,102,1,1486496875
35,109,2,1486496875
35,108,3,1486496875
35,105,3,1486496875
35,101,3,1486496875
35,110,0,1486496875
35,104,4,1486496875
35,97,0,1486496875
36,98,5,1486496875
36,99,1,1486496875
36,101,2,1486496875
36,100,2,1486496875
37,97,0,1486496875
38,112,2,1486496875
38,107,0,1486496875
38,109,3,1486496875
38,100,1,1486496875
38,110,0,1486496875
38,104,1,1486496875
38,116,2,1486496875
38,99,3,1486496875
38,103,1,1486496875
38,114,3,1486496875
38,102,4,1486496875
38,108,3,1486496875
38,119,5,1486496875
38,115,3,1486496875
39,97,3,1486496875
39,102,0,1486496875
39,121,3,1486496875
39,113,4,1486496875
39,119,5,1486496875
39,99,2,1486496875
39,110,3,1486496875
39,120,1,1486496875
39,108,5,1486496875
39,106,3,1486496875
39,104,3,1486496875
39,116,3,1486496875
39,118,3,1486496875
39,100,1,1486496875
39,98,3,1486496875
40,108,1,1486496875
40,120,5,1486496875
40,119,3,1486496875
40,117,4,1486496875
40,104,2,1486496875
40,113,0,1486496875
40,112,2,1486496875
40,110,3,1486496875
40,101,0,1486496875
40,105,0,1486496875
40,118,1,1486496875
40,114,2,1486496875
40,111,4,1486496875
40,102,1,1486496875
40,106,3,1486496875
41,109,2,1486496875
41,97,0,1486496875
41,103,4,1486496875
41,112,4,1486496875
41,100,3,1486496875
41,114,0,1486496875
41,108,0,1486496875
41,105,4,1486496875
41,99,3,1486496875
41,102,5,1486496875
41,101,5,1486496875
42,118,1,1486496875
42,112,0,1486496875
42,104,4,1486496875
42,114,5,1486496875
42,103,5,1486496875
42,106,2,1486496875
42,107,3,1486496875
42,113,5,1486496875
42,99,3,1486496875
42,120,1,1486496875
42,100,4,1486496875
42,111,4,1486496875
42,101,1,1486496875
42,102,5,1486496875
43,105,4,1486496875
43,97,2,1486496875
43,111,5,1486496875
43,102,5,1486496875
43,98,5,1486496875
43,101,1,1486496875
43,99,4,1486496875
43,107,2,1486496875
43,109,3,1486496875
43,106,4,1486496875
43,103,2,1486496875
44,107,2,1486496875
44,115,2,1486496875
44,102,1,1486496875
44,103,0,1486496875
44,113,1,1486496875
44,97,1,1486496875
44,108,0,1486496875
44,114,1,1486496875
44,99,1,1486496875
44,112,3,1486496875
44,106,0,1486496875
44,98,4,1486496875
44,109,2,1486496875
45,101,0,1486496875
45,97,5,1486496875
45,102,5,1486496875
45,100,4,1486496875
45,105,2,1486496875
45,99,4,1486496875
46,113,1,1486496875
46,100,4,1486496875
46,117,2,1486496875
46,107,5,1486496875
46,116,0,1486496875
46,104,3,1486496875
46,118,0,1486496875
46,103,0,1486496875
46,108,2,1486496875
46,119,4,1486496875
46,114,0,1486496875
46,101,0,1486496875
46,102,4,1486496875
46,110,0,1486496875
46,99,0,1486496875
47,100,3,1486496875
47,99,1,1486496875
47,103,3,1486496875
47,98,1,1486496875
48,105,4,1486496875
48,99,3,1486496875
48,97,5,1486496875
48,101,1,1486496875
48,100,3,1486496875
48,104,4,1486496875
48,102,1,1486496875
48,107,5,1486496875
49,100,2,1486496875
49,101,2,1486496875
49,99,0,1486496875
49,104,4,1486496875
49,105,5,1486496875
49,102,3,1486496875
49,97,5,1486496875
49,108,0,1486496875
49,106,5,1486496875
