tag,rating_avg
wholseome,3.3076923076923075
wholesome,3.6853460593244556
whodunnit,4.291057233526894
whodunit,3.7631423798761916
who to trust?,3.1666666666666665
who threw the last knife?,3.642857142857143
who thought this was a good idea?,1.770316027088036
who thought of this?,2.8804945054945055
who the hell listens to this crap?,3.5681818181818183
who done it,3.0046340683924577
who cares DVDs,3.6644647416304075
whitney houston,2.761077747118974
whitewater,3.281609704267753
whitewash,4.1035148706064115
white washing,2.3723809523809525
white trash,3.820589282535161
white squall,3.483402971216342
white slavery,3.845317895592119
white shirts,3.85262958758986
white race,3.739895697522816
white queen,3.666490486257928
white priviledge,3.736975642760487
white people,3.8901212277534176
white lie,3.3732394366197185
white house,3.1837455830388692
white hair,3.1595744680851063
white guy with Jamaican/Caribbean accent,2.0946682464454978
white guilt,3.7599411079074905
white collar gangstas,3.9853896103896105
white collar crime,3.969447532711879
white,3.7615474000193667
whit stillman meets diner,3.83058678576929
whit stillman meets Diner,3.502439024390244
whistling,3.9484872793949117
whistleblower,3.675085616438356
whistle,4.185934065934066
whisky,3.7095238095238097
whiskey,3.7884500745156484
whipping,2.88962703962704
whip,3.0948056173073795
whiny kid,3.1460792189334486
whiny,3.755924170616114
whiney protragonist,2.825
whiney protagonist,3.3797347540563254
whiney,3.904468802698145
whimsical irreverent,3.15625
whimsical,3.948704978614606
whim,3.832351703828355
which historical person is gonna be next?,2.8804945054945055
where is the one and only kyle maclachlan?,3.4637223974763405
where exactly is the suspense?,3.7520609318996416
where did that tribble come from,3.8143074581430745
when watched in your teens.,1.5457463884430176
when travolta was thin,3.31445937300064
when did Rupert Grint become a man,3.8153121319199057
wheelchair rugby,3.8176972281449895
wheelchair badass,2.4640677246430656
wheelchair,3.6670514312760503
wheel chair,3.6740958788898235
wheat,3.9512291831879462
whatever,3.886945254292193
what?,3.603513174404015
what's this about?,3.6593121349772875
what's the point?,3.598605333985809
what you do not what you say,3.256862745098039
what was with the deer?,2.6
what to say about god?,3.4124839759392565
what the hell was that?,2.882080762759394
what the fuck?,3.752035203520352
what the fuck did i just watch,2.968212415856395
what is with Robert's bangs in this movie?! GRR,2.8541033434650456
what is going on,3.574150360453141
what if...,3.807373140022892
what if,2.8736020806241873
what happened to melanie griffith?,2.9862612200036636
what does it mean to be human,3.744060959211116
what cinema is supposed to be,4.081258532145875
what are you stuffed with?,4.17705650958151
what an ending,3.814432989690722
what a way to waste 2 hours!!!,2.9551282051282053
what AVP should have been,2.4057268722466962
whales,3.4440957742563247
whale,2.623439995268232
whacky weapons,3.55831928049466
westernization,3.893924484291858
western comedy,3.539473684210526
western animation,3.779090046420969
western,3.780507920324434
west wirginia,3.0748582230623818
west virginia,4.066315789473684
west,3.375945537065053
wes craven thriller,3.130943102104443
wes craven,2.956240487062405
wes anderson,3.7729186912860384
werner herzog,3.893595041322314
werewolves,3.349590715389037
werewolf,3.476292159439334
wendy o williams,2.608695652173913
wendigo,3.235101506221349
welsh,3.883720930232558
welles,4.141472523563934
well...I liked it...,3.1437469467513433
well-written,3.4375
well-shot,2.5172413793103448
well-made,3.787482531443402
well-heeled family,3.7745367192862047
well-done time travel,3.743874150001675
well-done,3.6920446364290855
well-directed,3.4466911764705883
well-developed characters,3.5863453815261046
well-crafted dialog,3.8895590142671854
well-crafted,3.403400309119011
well-constructed,3.320212765957447
well-cast,2.6826923076923075
well-acted and thought-provoking,3.6046065259117084
well-acted,3.9715230375426622
well written and structured,4.103004652055057
well written,3.7382935937948867
well transformed from manga to live action,3.609433962264151
well scripted,2.9834029997541185
well plotted,3.3857466063348416
well paced,3.550854610677358
well made stupid schlock,3.869085848854635
well made for low budget,3.0
well made,2.825
well intentioned,3.230641958967571
well filmed,2.7573170731707317
well edited,3.705043859649123
well done with new cast,3.1212164073550213
well done,3.7604522013083437
well constructed,3.3952596380802516
well choreographed,3.331744312026002
well cast,3.4187956204379564
well acted,3.503811410725679
well,2.5
welfare,3.9662277216483144
weirdtopia,3.169642857142857
weirdos are okay,3.3815410283634155
weirdest episode of Frasier ever,3.500840336134454
weirder than the Tim Burton version,3.6479591836734695
weird.,3.141809290953545
weird!,4.162102116658588
weird visuals,3.8203125
weird technique,3.216135265700483
weird story,3.9575208913649025
weird presentation,3.8636363636363638
weird pacing,3.7592997811816193
weird love,3.52757793764988
weird japan,3.4420289855072466
weird humour,2.623481781376518
weird greek cinema,3.625
weird ending,3.667754129770597
weird characters,2.0
weird but good,3.573974338666244
weird animation,3.5870850386539335
weird and gross,2.948936170212766
weird,3.821583373211296
weihnachtsfilm,3.521586484983315
weightlessness,4.156172003137702
weepy,3.3670723894939143
weekend,3.7468873367749773
week history,3.973096869790702
week,4.053492566302111
weed,3.521327630552264
wednesday,2.4458661417322833
weddings,3.380328556693221
wedding theme,3.0522727272727272
wedding reception,3.938372093023256
wedding ceremony,3.6511065381421712
wedding,3.5587099135009614
website,3.843275075987842
web of lies,3.828125
weatherman,3.867384043947812
weather reporter as protagonist,3.7949652317308025
weather forecaster,3.6037499174754077
weather,3.158982902591664
weaponsmith,3.8565744150136596
weapons industry,3.3331581288157524
weapons,3.7831756285251505
weapon choreography,3.2716535433070866
wealth,3.431470449577851
weakest in the series,2.461576598909271
weak writing,2.5594640971488913
weak villain,3.8412633305988515
weak twist,3.263807029032962
weak third act,3.4940419936721865
weak story,3.3115172657869456
weak special effects,3.832196029776675
weak sequel,2.903966005665722
weak secondary characterss,3.896078431372549
weak script,3.1311642094560246
weak screenplay,2.8825983313468413
weak scenes,3.3205555555555555
weak romantic movie,2.820809953647231
weak remake of series,2.762780548628429
weak plot twist,3.243099787685775
weak plot,3.330563336862845
weak pacing,2.627486690949846
weak middle,3.75
weak humor,3.849880272610057
weak framing narrative,3.4830729166666665
weak female lead,4.1065071491100085
weak female characters,2.5
weak female character,3.8449931412894376
weak ending,3.610224720025673
weak editing,3.313953488372093
weak direction,2.6224976167778835
weak directing,3.4363718411552346
weak dialogue,2.5006792555359327
weak dialoges,3.2894671776486586
weak comic book adaptation,2.339350180505415
weak choices overall,3.8397548161120842
weak characters,3.4377629871961193
weak character development,2.694300518134715
weak cgi,2.6666666666666665
weak acting,3.725
weak,3.543899899118097
we've seen this before,3.390818656229615
we need a bigger boat,3.805304944063515
we have a problem,3.86859786089541
we get the point. Old people become outhful again. Great idea,3.2893305831614477
we don't need no stinkin badges,4.161396702230844
we can do this easy or we can do this reeal easy it's called magic hour,3.0150862068965516
we are glad you took the red pill,4.187185880702848
we are all connected. it's not my life or your life it's all life. stop being afraid and hating the unknown. smile and make eye contact.,3.8624338624338623
way way way overrated,3.185623003194888
way way too sad,3.5612780857893203
way too much action,3.6403162055335967
way too long,4.074946662602865
way overrated,3.5015196209886477
way over the top,4.03238120310649
way of life,3.997967479674797
wax on wax off,3.2864342968180713
wax museum,3.046875
wax figures,3.2372372372372373
wave,4.023864289821737
waterfall,3.7368212967843966
watered down,3.289429175475687
waterboarding,3.8406151695211466
water polo,3.0
water,3.361803546257141
watching TV,4.091026260673433
watched under duress,3.3602832814802683
watched it for the boobs,2.344700476064533
watched every year,3.9816805288974195
watched as kid,3.714479392624729
watched 2008,3.1600153491941674
watched 2007,3.66067808971736
watched 2006,3.665399417151725
watched 2005,3.7291870675022847
watched 2004,3.551107433808554
watched 2002,3.5691762091950094
watched 2000,3.4873446327683615
watched 1999,4.082201777571234
watched 1998,3.2226447824926607
watched 1997,3.1821048901488305
watched 1995,3.533972490282804
watched 1994,4.174231169217055
watched (1997),3.4787484726828417
watched,3.287140115163148
watch-fully,3.7200809625658002
watch-again,3.8939405752388168
watch the credits,3.6159910030410747
watch it with the lady,3.808365885416667
watch it more than once,3.876126126126126
watch fully awake.,4.128504672897196
watch for a good metaphor or two,3.1208092485549135
watch at double speed,3.7992831541218637
watch again before hating,3.965454779506418
watch again,3.842193728197773
watch Days of Being Willd first,4.026479007633588
watch,3.582912938881205
wastes every oportunity to be memorable,3.371024734982332
wasted villain,3.817451461727293
wasted premise potential,3.802986906710311
wasted potential,3.1884013941281215
wasted life,3.979307101426556
wasted characters,3.4886246122026887
wasted cast,2.8233532934131738
waste of time and money to see this,2.5566856859340112
waste of time,3.370138600922331
waste of life,2.9644160583941606
waste of celluloid,3.0469018650496777
waste of Marian Cotillard's talent,3.817353579175705
waste of 95 minutes,3.1510416666666665
washington d.c.,3.1837455830388692
washed up,3.9228924833491914
washed out writer,3.3900862068965516
wash,3.993260756868844
was a made up love story. Not even close to the truth,3.3381878528444693
warwick davis,3.451611153303678
wartime,3.822413299196104
wars,3.993667730355006
warriors,3.29824698091157
warpigs,3.42
warped sense of humor,3.2161572052401746
warning:misleading trailer,3.736975642760487
warning:homophobia (mild),2.7552631578947366
warning:homophobia,3.6662106703146375
warning: some people tryed to kill themselves while watching,0.9730046948356808
warmongering,3.854990118577075
warmonger,3.6032036121264244
warm-hearted,3.8273797364926976
warm,3.9187674658470146
warlord,3.8430135461124513
wargs,3.7938838977194194
warfare,2.8350187265917604
warehouse,3.338709677419355
war zone,3.510204081632653
war widow,3.7087021382396816
war ugliness,3.954230769230769
war tactics,3.6201298701298703
war strategy,4.042533802004873
war protest,3.993667730355006
war profiteering,3.8978746397694524
war prisoners,3.75
war planes,3.566234701223902
war pilots,4.0
war parody,3.4164156626506026
war on drugs,3.4864864864864864
war of the sexes,2.5
war movie,3.9218806914918014
war journalism,3.25
war is bad,3.509677419354839
war hero,3.2523174540227036
war games,3.0
war drama,3.7796364756623535
war crimes,4.100728633320204
war and politics,4.2326233183856505
war,3.9636809727514613
wapendrama,3.811373092926491
wanttosee,3.484375
wants to be something it isn't,3.3748183139534884
wanting to be a writer,3.0180981595092025
wanted to smack those kids,3.4788385826771653
wanted to see action movie not porn,3.4464935064935065
wanted poster,3.7522727272727274
wanted more San Juan flavor,3.1716049382716047
want to see again!,3.8554030595638493
want to see again,3.889334002252051
want to see,3.8645099178958078
want to punch them in the face,3.836791777792233
want to own,3.693108235178773
want to buy,3.6836662385402366
want it,3.9368538672369615
wannabe-funny,3.6906356413166854
wannabe mystery,3.230337078651685
wannabe Jumanji,3.073343848580442
wanna-be gangters,2.2067510548523206
wang xiaolu,3.5893719806763285
wandering,3.371969696969697
waltz's character was same with his inglourious basterds character.,4.0378927911275415
waltz's acting was ok.,4.019635863237006
waltz,3.33206106870229
walter brennan,3.876126126126126
walt disney,3.6179266234343075
walrus,3.369932709666831
wallows in violence,3.629339305711086
wall street,3.9158262218774245
wall,4.024767378215654
walken,3.25
walked out during screening,2.9910936943355897
wales,3.2588652482269502
waking up,3.7564758009543286
wake up,3.7988774555659495
waitress,3.8796643935330626
waiter,3.4295774647887325
waif-fu,3.408926204153778
wade davis,3.2172503242542154
wacky scientist,3.3993055555555554
wacky crime,3.6856450635978195
wacky,2.9896636065134357
wachowski bros.,3.7325040128410913
w00t,3.1084695393759287
w/e,4.044934107515657
vÃ¦ska,4.00927033492823
vw bugs,3.4705882352941178
vw,3.263807029032962
vulnerability,3.6567396866005755
vulgar,3.1013922908340854
voyeurism,3.864730475707259
voyage,4.023864289821737
vow of silence,3.9357548327707885
vougiouklaki,4.333333333333333
voto de castidade.,4.12325479930192
voters,3.553962900505902
vote for pedro,3.3851891725622885
vortex,2.9597039473684212
voodoo zombies,3.175
voodoo doll,3.676502398194301
voodoo,2.9398075868180094
vontatott,3.8349303318130468
vonnegut,3.6746742671009773
von Trier,3.8521428571428573
von Bulow,3.7992610837438425
vomiting,4.203809594534383
vomit-inducing,3.7553824072175517
vomit,3.883919927547547
volume for drama,3.543023970497849
volleyball,3.980558168704923
volkswagen,3.818607849629422
volcano,2.7670982482863673
volcanic eruption,3.4972527472527473
void,3.627314814814815
voiceover,3.7828291479667
voice-over,3.831168831168831
voice over narration,3.792056074766355
voice over montages,3.7258771929824563
voice over,3.8225806451612905
voice acting,3.8114545050933577
vogue-ing,3.9198292220113853
vodo.net,3.7580645161290325
vocalists,3.52828074725852
vocabullary,3.6578478002378123
vladimir nabokov,3.8363006923837784
vivid characters,3.882829373650108
vivid,3.89278149865476
vivacious,4.026591760299626
viva violence,4.006520202993512
visuals,3.7379981982242394
visually unappealing,3.6350197109067017
visually stylish,3.373853211009174
visually stunning,3.8610618375502384
visually stuning,3.566666666666667
visually striking,3.8742006330340417
visually pleasing,3.893997893997894
visually inventive,3.9448275862068964
visually interesting--that's about it,3.2954605887939223
visually interesting,3.8698740197968893
visually flat,3.0
visually dynamic,3.15625
visually captivating,3.791822554783538
visually appeling,3.818523691844848
visually appealling,3.8183100799498355
visually appealing,3.9003003446664812
visually,3.3884156729131174
visual trickery,3.8183100799498355
visual style,4.162546633002977
visual pun,3.8397548161120842
visual narrative,3.627314814814815
visual glamour,3.831211267605634
visual effects,3.8606727407659087
visual design,3.0975169300225733
visual arts,3.5020092735703248
visual appealing,3.9226116838487974
visual aesthetic,3.030786488844572
visual,3.96043171901649
vistas,3.6743119266055047
vista vision,4.090502582189193
visitor,3.3513513513513513
visionary,4.0668812282458395
vision,3.789834729454381
visceral,3.9540656087600063
visaully appealing,3.4553510565780505
virus outbreak,3.3079896907216493
virus,3.5053643163977948
virtuous,4.124329159212881
virtual-reality,3.275923566878981
virtual reality,3.9747754405108418
virtual life,2.9992481203007517
virtual,4.187185880702848
"virkelig tight fortalt. fede miljøer, fantastiske karakterer, godt plot",3.71090387374462
virginity,3.4942785287645393
virginia,3.407387580299786
virgin sacrifice,3.3084415584415585
virgin,3.542398081534772
virgen,3.554182311222361
violin,3.86439595529537
violently stupid,3.788778769867246
violently silly,4.174231169217055
violently,3.8918836452400325
violent youth,3.4875
violent yet uplifting,3.7136626090434173
violent silly,3.013641755634638
violent disturbing,4.12037037037037
violent,3.991824540276721
violencized sex,3.7340175953079178
violence.,3.8995140576188825
violence pornography,2.7854635093747664
violence in america,3.854094256455329
violence fiction,3.869085848854635
violence against women,3.873684550326038
